Table_Number,Table_name,Table_sub_name,Breakdown,Section,Units,Value,Time_Period
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry group,"Electricity, gas, water, and waste services",Other Maori enterprises,Count,S,2022
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry group,Construction,Other Maori enterprises,Count,2500,2017
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry group,Construction,Other Maori enterprises,Count,2850,2018
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry group,Construction,Other Maori enterprises,Count,2950,2019
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry group,Construction,Other Maori enterprises,Count,3250,2020
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry group,Construction,Other Maori enterprises,Count,3500,2021
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry group,Construction,Other Maori enterprises,Count,3700,2022
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry group,Wholesale trade,Other Maori enterprises,Count,430,2017
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry group,Wholesale trade,Other Maori enterprises,Count,460,2018
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry group,Wholesale trade,Other Maori enterprises,Count,520,2019
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry group,Wholesale trade,Other Maori enterprises,Count,550,2020
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry group,Wholesale trade,Other Maori enterprises,Count,700,2021
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry group,Wholesale trade,Other Maori enterprises,Count,780,2022
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry group,Retail trade,Other Maori enterprises,Count,240,2017
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry group,Retail trade,Other Maori enterprises,Count,420,2018
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry group,Retail trade,Other Maori enterprises,Count,460,2019
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry group,Retail trade,Other Maori enterprises,Count,480,2020
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry group,Retail trade,Other Maori enterprises,Count,580,2021
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry group,Retail trade,Other Maori enterprises,Count,540,2022
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry group,Accommodation and food services,Other Maori enterprises,Count,730,2017
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry group,Accommodation and food services,Other Maori enterprises,Count,790,2018
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry group,Accommodation and food services,Other Maori enterprises,Count,670,2019
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry group,Accommodation and food services,Other Maori enterprises,Count,890,2020
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry group,Accommodation and food services,Other Maori enterprises,Count,870,2021
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry group,Accommodation and food services,Other Maori enterprises,Count,930,2022
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry group,"Transport, postal, and warehousing",Other Maori enterprises,Count,210,2017
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry group,"Transport, postal, and warehousing",Other Maori enterprises,Count,220,2018
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry group,"Transport, postal, and warehousing",Other Maori enterprises,Count,210,2019
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry group,"Transport, postal, and warehousing",Other Maori enterprises,Count,220,2020
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry group,"Transport, postal, and warehousing",Other Maori enterprises,Count,190,2021
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry group,"Transport, postal, and warehousing",Other Maori enterprises,Count,220,2022
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry group,Information media and telecommunications,Other Maori enterprises,Count,180,2017
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry group,Information media and telecommunications,Other Maori enterprises,Count,210,2018
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry group,Information media and telecommunications,Other Maori enterprises,Count,200,2019
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry group,Information media and telecommunications,Other Maori enterprises,Count,200,2020
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry group,Information media and telecommunications,Other Maori enterprises,Count,240,2021
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry group,Information media and telecommunications,Other Maori enterprises,Count,250,2022
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry group,Financial and insurance services,Other Maori enterprises,Count,80,2017
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry group,Financial and insurance services,Other Maori enterprises,Count,75,2018
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry group,Financial and insurance services,Other Maori enterprises,Count,45,2019
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry group,Financial and insurance services,Other Maori enterprises,Count,45,2020
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry group,Financial and insurance services,Other Maori enterprises,Count,45,2021
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry group,Financial and insurance services,Other Maori enterprises,Count,45,2022
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry group,"Rental, hiring, and real estate services",Other Maori enterprises,Count,220,2017
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry group,"Rental, hiring, and real estate services",Other Maori enterprises,Count,230,2018
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry group,"Rental, hiring, and real estate services",Other Maori enterprises,Count,280,2019
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry group,"Rental, hiring, and real estate services",Other Maori enterprises,Count,110,2020
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry group,"Rental, hiring, and real estate services",Other Maori enterprises,Count,140,2021
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry group,"Rental, hiring, and real estate services",Other Maori enterprises,Count,150,2022
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry group,"Professional, scientific, and technical services",Other Maori enterprises,Count,1050,2017
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry group,"Professional, scientific, and technical services",Other Maori enterprises,Count,1400,2018
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry group,"Professional, scientific, and technical services",Other Maori enterprises,Count,1500,2019
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry group,"Professional, scientific, and technical services",Other Maori enterprises,Count,2050,2020
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry group,"Professional, scientific, and technical services",Other Maori enterprises,Count,2350,2021
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry group,"Professional, scientific, and technical services",Other Maori enterprises,Count,2650,2022
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry group,Administrative and support services,Other Maori enterprises,Count,3050,2017
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry group,Administrative and support services,Other Maori enterprises,Count,3300,2018
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry group,Administrative and support services,Other Maori enterprises,Count,3600,2019
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry group,Administrative and support services,Other Maori enterprises,Count,3700,2020
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry group,Administrative and support services,Other Maori enterprises,Count,3750,2021
Table 4,Count of employees - Other Maori enterprises and Maori tourism,By industry group,Administrative and support services,Other Maori enterprises,Count,4000,2022
